is_squeezed,energy_level,momentum,fired,timestamp,ticker,name
True,0,-0.26666768391927076,False,2026-03-20 00:00:00,5498.TWO,凱崴
True,0,-0.14166657129923502,False,2026-03-20 00:00:00,5533.TW,皇鼎
True,0,-1.166666666666666,False,2026-03-20 00:00:00,5536.TWO,聖暉*
True,0,-0.1333335240681966,False,2026-03-20 00:00:00,5603.TWO,陸海
True,0,-0.7666664123535155,False,2026-03-20 00:00:00,5608.TW,四維航
True,0,-0.13833332061767578,False,2026-03-20 00:00:00,5701.TWO,劍湖山
True,0,0.2666664123535156,False,2026-03-19 00:00:00,5878.TWO,台名
True,0,-0.5916652679443359,False,2026-03-20 00:00:00,5902.TWO,德記
True,0,-0.2333329518636067,False,2026-03-20 00:00:00,6101.TWO,寬魚國際
True,0,-0.12167994181315103,False,2026-03-20 00:00:00,6109.TWO,亞元
True,0,0.16666666666666669,False,2026-03-20 00:00:00,6111.TWO,光聚晶電
True,0,-0.1416667302449544,False,2026-03-20 00:00:00,6116.TW,彩晶
True,0,0.10833311080932617,False,2026-03-20 00:00:00,6120.TW,達運
True,0,-0.19999949137369788,False,2026-03-20 00:00:00,6122.TWO,擎邦
True,0,0.308333396911621,False,2026-03-20 00:00:00,6133.TW,金橋
True,0,-1.7583332061767576,False,2026-03-20 00:00:00,6134.TWO,萬旭
True,0,0.17833344141642252,False,2026-03-20 00:00:00,6142.TW,友勁
True,0,0.05833355585734049,False,2026-03-20 00:00:00,6154.TWO,順發
True,0,-0.2666664123535156,False,2026-03-19 00:00:00,6169.TWO,昱泉
True,0,-0.3166669209798177,False,2026-03-20 00:00:00,6184.TW,大豐電
True,0,-7.249999999999999,False,2026-03-20 00:00:00,6196.TW,帆宣
True,0,1.0833333333333333,False,2026-03-20 00:00:00,6214.TW,精誠
True,0,-0.21666653951009118,False,2026-03-20 00:00:00,6218.TWO,豪勉
True,0,-0.17499955495198566,False,2026-03-20 00:00:00,6228.TWO,全譜
True,0,-0.008333206176757806,False,2026-03-20 00:00:00,6259.TWO,百徽
True,0,-0.2216666539510091,False,2026-03-20 00:00:00,6264.TWO,富裔
True,0,-0.06666692097981775,False,2026-03-20 00:00:00,6266.TWO,泰詠
True,0,0.06666692097981772,False,2026-03-20 00:00:00,6277.TW,宏正
True,0,-0.150000254313151,False,2026-03-20 00:00:00,6278.TW,台表科
True,0,0.2999992370605469,False,2026-03-20 00:00:00,6281.TW,全國電
True,0,-1.0833333333333335,False,2026-03-20 00:00:00,6417.TWO,韋僑
True,0,1.3166669209798176,False,2026-03-20 00:00:00,6416.TW,瑞祺電通
True,0,-3.133331298828125,False,2026-03-20 00:00:00,6425.TWO,易發
True,0,11.166666666666666,False,2026-03-20 00:00:00,6488.TWO,環球晶
True,0,-0.10833231608072913,False,2026-03-20 00:00:00,6494.TWO,九齊
True,0,-0.383332888285319,False,2026-03-20 00:00:00,6496.TWO,科懋
True,0,60.83333333333333,False,2026-03-20 00:00:00,6510.TWO,精測
True,0,2.7000020345052085,False,2026-03-20 00:00:00,6534.TW,正瀚-創
True,0,-1.2833340962727864,False,2026-03-20 00:00:00,6538.TWO,倉和
True,0,0.008414586385091072,False,2026-03-20 00:00:00,6548.TWO,長科*
True,0,0.20000076293945312,False,2026-03-20 00:00:00,6556.TWO,勝品
True,0,-0.6499996185302734,False,2026-03-20 00:00:00,6570.TWO,維田
True,0,0.9166666666666666,False,2026-03-20 00:00:00,6581.TW,鋼聯
True,0,-1.425000508626302,False,2026-03-20 00:00:00,6593.TWO,台灣銘板
True,0,3.2500000000000004,False,2026-03-20 00:00:00,6596.TWO,寬宏藝術
True,0,-0.008333524068196624,False,2026-03-20 00:00:00,6598.TW,ABC-KY
True,0,-0.5750001271565756,False,2026-03-20 00:00:00,6606.TW,建德工業
True,0,-0.8166669209798176,False,2026-03-20 00:00:00,6615.TWO,慧智
True,0,-1.475001017252604,False,2026-03-20 00:00:00,6649.TWO,台生材
True,0,-1.141665776570638,False,2026-03-20 00:00:00,6657.TW,華安
True,0,-0.8833338419596356,False,2026-03-20 00:00:00,6684.TWO,安格
True,0,0.2666670481363932,False,2026-03-20 00:00:00,6692.TWO,進能服
True,0,0.5666675567626953,False,2026-03-20 00:00:00,6697.TWO,東捷資訊
True,0,-3.935938517252603,False,2026-03-20 00:00:00,6720.TWO,久昌
True,0,-0.7583338419596355,False,2026-03-20 00:00:00,6730.TWO,常廣
True,0,0.06666755676269542,False,2026-03-20 00:00:00,6741.TWO,91APP*-KY
True,0,12.833333333333332,False,2026-03-20 00:00:00,6761.TWO,穩得
True,0,0.05833371480305988,False,2026-03-20 00:00:00,6771.TW,平和環保-創
True,0,-1.9999999999999998,False,2026-03-20 00:00:00,6791.TWO,虎門科技
True,0,-2.6249987284342446,False,2026-03-20 00:00:00,6806.TW,森崴能源
True,0,1.583333333333333,False,2026-03-20 00:00:00,6829.TWO,千附精密
True,0,-1.4999999999999998,False,2026-03-20 00:00:00,6835.TW,圓裕
True,0,-0.5833339691162108,False,2026-03-20 00:00:00,6843.TWO,進典
True,0,0.6166674296061198,False,2026-03-19 00:00:00,6844.TWO,諾貝兒
True,0,-1.0833346048990884,False,2026-03-20 00:00:00,6884.TWO,海柏特
True,0,-0.21666653951009113,False,2026-03-19 00:00:00,6899.TWO,創為精密
True,0,1.5666681925455728,False,2026-03-20 00:00:00,6902.TW,GOGOLOOK
True,0,-1.3333333333333333,False,2026-03-19 00:00:00,6904.TWO,伯鑫
True,0,-0.6000000635782877,False,2026-03-20 00:00:00,6916.TW,華凌
True,0,1.8333346048990884,False,2026-03-20 00:00:00,6918.TW,愛派司
True,0,-7.249999999999999,False,2026-03-20 00:00:00,6953.TWO,家碩
True,0,-0.7432607014973959,False,2026-03-19 00:00:00,6955.TW,邦睿生技-創
True,0,3.5000000000000004,False,2026-03-20 00:00:00,7556.TWO,意德士
True,0,0.7499987284342449,False,2026-03-20 00:00:00,7708.TWO,全家餐飲
True,0,-1.5333328247070312,False,2026-03-20 00:00:00,7715.TWO,裕山
True,0,0.01666704813639322,False,2026-03-19 00:00:00,7716.TWO,昱臺國際
True,0,-1.0833333333333333,False,2026-03-20 00:00:00,7757.TWO,金色三麥
True,0,3.583333333333332,False,2026-03-20 00:00:00,7795.TW,長廣
True,0,-0.45833365122477204,False,2026-03-20 00:00:00,8011.TW,台通
True,0,-0.08333460489908857,False,2026-03-20 00:00:00,8040.TWO,九暘
True,0,-0.28333282470703125,False,2026-03-20 00:00:00,8050.TWO,廣積
True,0,0.18333323796590173,False,2026-03-20 00:00:00,8067.TWO,志旭
True,0,-0.1916661262512207,False,2026-03-20 00:00:00,8071.TWO,能率網通
True,0,-4.166664123535155,False,2026-03-20 00:00:00,8074.TWO,鉅橡
True,0,-1.2583335240681965,False,2026-03-20 00:00:00,8080.TWO,泰霖
True,0,-3.1666666666666665,False,2026-03-20 00:00:00,8081.TW,致新
True,0,-13.333333333333332,False,2026-03-20 00:00:00,8210.TW,勤誠
True,0,-1.3833338419596353,False,2026-03-20 00:00:00,8272.TWO,全景軟體
True,0,-0.30833307902018225,False,2026-03-20 00:00:00,8409.TWO,商之器
True,0,-0.12500000000000003,False,2026-03-20 00:00:00,8411.TW,福貞-KY
True,0,-0.23333231608072916,False,2026-03-20 00:00:00,8415.TWO,大國鋼
